venue,event_id,location,region,gender,rank,name,nationality,age_group,finish_time,finish_seconds
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,71,"Oude Weernink, Tess",NED,30-34,01:18:17,4697
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,72,"Pol, Mayke",NED,25-29,01:18:18,4698
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,73,"Sonokromo Methorst, Branca",NED,40-44,01:18:18,4698
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,74,"Nijdam, Rian",NED,25-29,01:18:21,4701
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,75,"Letwory, Laura",NED,30-34,01:18:21,4701
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,76,"Wenneker, Sharon",NED,25-29,01:18:36,4716
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,77,"Meursing, Meijke",NED,16-24,01:18:43,4723
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,78,"Nooijen, Jori",NED,35-39,01:18:46,4726
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,79,"Conner, Pamela",NED,25-29,01:18:55,4735
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,8,"Visser, Savine",NED,25-29,01:10:50,4250
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,80,"Sterk, Merel",NED,25-29,01:18:57,4737
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,81,"Steenmeijer, Thamar",NED,30-34,01:19:00,4740
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,82,"Bakker, Nadine",NED,25-29,01:19:12,4752
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,83,"Van Dam, Anna",NED,30-34,01:19:17,4757
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,84,"Kroon, Kim",NED,16-24,01:19:20,4760
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,85,"Minkes, Marit",NED,25-29,01:19:24,4764
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,86,"Kuiper, Patty",NED,35-39,01:19:30,4770
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,87,"Barka, Zoubida",BEL,45-49,01:19:35,4775
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,88,"Baars, Nienke",NED,16-24,01:19:36,4776
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,89,"Gol, Lieke",NED,25-29,01:19:45,4785
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,9,"Romeijn, Nine",NED,30-34,01:10:57,4257
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,90,"Zwiers, Sharissa",NED,25-29,01:19:47,4787
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,91,"Jepkema, Nikki",NED,30-34,01:19:52,4792
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,92,"Muusz, Nina",NED,25-29,01:20:02,4802
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,93,"Ketelaar, Carmen",NED,30-34,01:20:08,4808
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,94,"Stegink, Ymke",NED,30-34,01:20:14,4814
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,95,"Ruiter, Anna",NED,16-24,01:20:16,4816
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,96,"Te Braake, Pleun",NED,16-24,01:20:33,4833
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,97,"Cronk, Sophie",NED,25-29,01:20:48,4848
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,98,"Boere, Vera",NED,16-24,01:20:52,4852
Utrecht 2025,H_Utrecht2025_OVERALL,"Utrecht, Netherlands",Europe,W,99,"Fellinga, Jelka",NED,25-29,01:20:52,4852
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,1,"Ter Burg, Cem",NED,25-29,00:57:59,3479
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,10,"Alises Gimenez, Jose Agustín",ESP,30-34,01:01:37,3697
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,100,"Dean, Alex",GBR,30-34,01:07:32,4052
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,11,"Lorenzo Fabelo, Bryan",ESP,30-34,01:02:18,3738
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,12,"Amouret, Quentin",FRA,25-29,01:02:30,3750
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,13,"Palomo, Borja",ESP,35-39,01:02:33,3753
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,14,"Gschwandtner, Mathieu",AUT,25-29,01:02:33,3753
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,15,"Cancho Chamorro, Juan Andres",ESP,30-34,01:02:34,3754
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,16,"Intrigliolo, Martin",ESP,45-49,01:02:35,3755
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,17,"Perán Alcaraz, Daniel",ESP,25-29,01:02:37,3757
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,18,"Mendez De La Maza, Jeronimo",ESP,35-39,01:02:37,3757
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,19,"Branco, Bernardo",POR,16-24,01:02:42,3762
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,2,"Rademaker, Lars",NED,30-34,00:58:15,3495
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,20,"Krempl, Lan",SLO,16-24,01:03:03,3783
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,21,"Mille, Florian",FRA,30-34,01:03:05,3785
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,22,"Berget, Espen",NOR,25-29,01:03:07,3787
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,23,"Fraga Díaz, Manuel",ESP,45-49,01:03:12,3792
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,24,"Cruz Almeida, Adrian",ESP,30-34,01:03:12,3792
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,25,"Fletcher, Jake",GBR,30-34,01:03:24,3804
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,26,"Johnson, Jack",GBR,35-39,01:03:25,3805
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,27,"Caja Nacher, Luis",ESP,25-29,01:03:27,3807
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,28,"Iriarte, Thomas",FRA,25-29,01:03:28,3808
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,29,"Emiroğlu, Burak Edis",TUR,30-34,01:03:34,3814
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,3,"Ayshford, James",GBR,25-29,00:58:52,3532
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,30,"Garcia, Jonah",MEX,25-29,01:03:39,3819
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,31,"Grimaldo García, Jorge",ESP,16-24,01:03:48,3828
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,32,"Haseldine, Tom",GBR,16-24,01:03:52,3832
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,33,"Oulehri, Youssef",MAR,30-34,01:04:00,3840
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,34,"Muñoz Ortiz, Álvaro",ESP,16-24,01:04:11,3851
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,35,"Pérez Morillas, Carlos",ESP,30-34,01:04:15,3855
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,36,"Attard, Albert",MLT,40-44,01:04:18,3858
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,37,"Nicolau Muñoz, Sergio",ESP,16-24,01:04:21,3861
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,38,"Chafer, Otto",ESP,30-34,01:04:23,3863
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,39,"Rushe, Paul",IRL,45-49,01:04:28,3868
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,4,"Rajkowski, Sébastien",FRA,30-34,00:59:04,3544
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,40,"Martín Del Molino, Javier",ESP,40-44,01:04:29,3869
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,41,"Whyte, Ben",GBR,25-29,01:04:30,3870
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,42,"Alcaide, Omar",ESP,30-34,01:04:41,3881
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,43,"Hanlon, Joseph",GBR,30-34,01:04:44,3884
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,44,"Stols, Robert",NED,35-39,01:04:45,3885
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,45,"Logeais, Baptiste",FRA,40-44,01:04:47,3887
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,46,"Escudero, Alex",ESP,25-29,01:04:50,3890
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,47,"Ingham, James",GBR,45-49,01:04:54,3894
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,48,"Borrill, James",GBR,30-34,01:05:02,3902
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,49,"Garcia, Sam",ESP,35-39,01:05:03,3903
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,5,"Ramírez Rosales, Cristian",ESP,35-39,00:59:40,3580
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,50,"Everitt, Michael",GBR,30-34,01:05:05,3905
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,51,"Monserrat, Jordi",ESP,40-44,01:05:07,3907
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,52,"Doorley, Harry",IRL,25-29,01:05:13,3913
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,53,"Puyalto Monaj, Javier",ESP,40-44,01:05:15,3915
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,54,"Aliaga Koczy, Marco Antonio",ESP,25-29,01:05:17,3917
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,55,"Mccabe, Barry",IRL,40-44,01:05:25,3925
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,56,"Ventura, Hugo",POR,45-49,01:05:25,3925
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,57,"Vicario, Iker",ESP,40-44,01:05:32,3932
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,58,"De Gruijl, Peter",NED,30-34,01:05:40,3940
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,59,"Rives, Antonio",ESP,30-34,01:05:40,3940
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,6,"Espada Rodríguez, Oscar",ESP,30-34,00:59:50,3590
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,60,"Rodriguez, Alejandro",ESP,35-39,01:05:45,3945
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,61,"Villagran, Facundo",ARG,25-29,01:05:48,3948
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,62,"Zorilla Calleja, Javier",ESP,30-34,01:05:49,3949
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,63,"Norris, Neil",GBR,30-34,01:05:53,3953
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,64,"Rocamora Sarmiento, Jerónimo",ESP,16-24,01:05:55,3955
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,65,"Labrada Garcia, Cristian",ESP,35-39,01:05:58,3958
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,66,"Murtagh, John",IRL,35-39,01:06:06,3966
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,67,"Hugo, Fausto",ARG,35-39,01:06:08,3968
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,68,"Teruel, Eric",ESP,40-44,01:06:11,3971
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,69,"Aladren Mozota, Ivan",ESP,25-29,01:06:12,3972
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,7,"Ferrer, Yoel",ESP,35-39,01:00:19,3619
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,70,"Castaño, Daniel",ESP,25-29,01:06:18,3978
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,71,"Hack, Rufus",GBR,40-44,01:06:19,3979
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,72,"Navarro Olmedilla, Sergio",ESP,40-44,01:06:20,3980
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,73,"Perez Rodriguez, Victor",ESP,40-44,01:06:30,3990
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,74,"O'Brien, Alex",IRL,25-29,01:06:34,3994
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,75,"Camarasa, Toni",ESP,45-49,01:06:38,3998
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,76,"San Miguel, David",ESP,30-34,01:06:38,3998
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,77,"Kmet, Matej",SVK,30-34,01:06:41,4001
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,78,"Garcia Garcia, Nazaret",ESP,40-44,01:06:46,4006
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,79,"Domenech Gonzalez, Mikel",ESP,45-49,01:06:47,4007
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,8,"Strevett, Ethan",GBR,35-39,01:01:21,3681
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,80,"Martín Ruiz, David",ESP,30-34,01:06:50,4010
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,81,"Jiménez Rueda, Juan Carlos",ESP,25-29,01:06:53,4013
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,82,"Florisoone, Nicolas",FRA,35-39,01:06:53,4013
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,83,"Lanzuela Pumareta, Manuel",ESP,45-49,01:06:53,4013
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,84,"Armstrong, Lloyd",GBR,25-29,01:06:54,4014
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,85,"Guerrero Chini, Faustino",GIB,30-34,01:07:02,4022
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,86,"Finn, Luke",GBR,30-34,01:07:07,4027
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,87,"Jurado, Thomas",FRA,25-29,01:07:15,4035
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,88,"Carre, Lilian",FRA,25-29,01:07:16,4036
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,89,"Werner, Daniel",GER,30-34,01:07:21,4041
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,9,"Lee, Kane",GBR,30-34,01:01:36,3696
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,90,"Barlow, Dan",GBR,25-29,01:07:21,4041
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,91,"Reyes, Patrick",USA,35-39,01:07:22,4042
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,92,"Escribano Arjona, Jonathan",ESP,40-44,01:07:24,4044
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,93,"Fummo, Michael",ITA,30-34,01:07:24,4044
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,94,"Llorens, Ivan",ESP,25-29,01:07:25,4045
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,95,"Dorninger, Walter",AUT,45-49,01:07:28,4048
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,96,"Breithuber, Marco",AUT,40-44,01:07:29,4049
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,97,"Forest, Robin",FRA,25-29,01:07:29,4049
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,98,"Mariscal, Guille",ESP,35-39,01:07:30,4050
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,M,99,"Konteh Sanneh, Ansumana",ESP,30-34,01:07:31,4051
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,1,"Healiss, Isabelle",GBR,16-24,01:03:25,3805
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,10,"Balaguer Sangrá, Carla",ESP,25-29,01:09:13,4153
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,100,"Dillon, Kerry",GBR,35-39,01:19:17,4757
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,11,"Albinyana Teruel, Davinia",ESP,45-49,01:09:47,4187
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,12,"Marín Alonso, Andrea",ESP,25-29,01:09:52,4192
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,13,"Gillman, Lisa",IRL,25-29,01:10:12,4212
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,14,"Urdapilleta, Itziar",ESP,40-44,01:10:29,4229
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,15,"Joya Bedoya, Sandra Isabel",ESP,40-44,01:10:48,4248
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,16,"Wilson, Claudia",IRL,40-44,01:11:06,4266
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,17,"Barros, Zeza",POR,40-44,01:11:11,4271
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,18,"Gil, Irene",ESP,30-34,01:11:37,4297
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,19,"Le Squeren, Melanie",FRA,25-29,01:11:40,4300
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,2,"Sjöberg, Estelle",SWE,35-39,01:04:02,3842
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,20,"Magaña, Carlota",ESP,25-29,01:11:42,4302
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,21,"Cali, Elodie",FRA,35-39,01:11:51,4311
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,22,"Farniok, Laura",GER,25-29,01:12:10,4330
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,23,"Barthelemy, Julie",FRA,35-39,01:12:16,4336
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,24,"Mason, Shannon",GBR,35-39,01:12:19,4339
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,25,"Schlöglmann, Anna",AUT,16-24,01:12:27,4347
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,26,"Hoyland, Fran",GBR,25-29,01:12:31,4351
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,27,"Muñoz Toro, Isabel",ESP,25-29,01:12:33,4353
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,28,"Kolnes, Malene",NOR,25-29,01:12:39,4359
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,29,"Mc Laughlin, Lisa",IRL,45-49,01:12:54,4374
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,3,"Moynihan, Kate",IRL,16-24,01:05:16,3916
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,30,"Slevin, Grace",USA,16-24,01:12:55,4375
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,31,"Golden, Roisin",IRL,35-39,01:12:57,4377
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,32,"Bosch, Maria",CHI,30-34,01:12:58,4378
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,33,"Sigala, Natalia",GRE,16-24,01:13:04,4384
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,34,"John, Hanna",GBR,35-39,01:13:07,4387
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,35,"De Conno, Georgia",AUS,25-29,01:13:29,4409
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,36,"Pelaez, Vanesa",ESP,30-34,01:13:52,4432
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,37,"Bichsel, Beatrice",SUI,40-44,01:13:55,4435
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,38,"Booker, Holly",GBR,16-24,01:14:04,4444
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,39,"Marques, Joana",POR,35-39,01:14:07,4447
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,4,"Jennings, Rebecca",GBR,30-34,01:05:56,3956
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,40,"Schippers, Danieck",NED,25-29,01:14:20,4460
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,41,"Abrio Gomez, Manuela",ESP,45-49,01:14:31,4471
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,42,"Ammendola, Mendy",ITA,35-39,01:14:34,4474
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,43,"Sjöström, Frida",SWE,45-49,01:14:38,4478
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,44,"Gallardo García, María Isabel",ESP,45-49,01:14:38,4478
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,45,"Anaya Martínez, María",ESP,30-34,01:14:40,4480
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,46,"Gouich, Jalila",FRA,40-44,01:14:41,4481
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,47,"Oliveira, Joana",POR,25-29,01:14:54,4494
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,48,"Tsetskhladze, Kateryna",UKR,30-34,01:14:58,4498
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,49,"Romero Peño, Sandra",ESP,16-24,01:15:08,4508
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,5,"Bishop, Sarah",GBR,30-34,01:07:57,4077
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,50,"Brady, Cathriona",IRL,45-49,01:15:14,4514
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,51,"Yu, Zhuang",CHN,30-34,01:15:20,4520
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,52,"Beretta, Susanna",ITA,30-34,01:15:20,4520
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,53,"Colomer, Maika",ESP,40-44,01:15:38,4538
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,54,"Nowack, Theresa",GER,30-34,01:15:43,4543
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,55,"Soroa, Irati",ESP,25-29,01:15:49,4549
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,56,"Triguero, Cristina",ESP,30-34,01:15:50,4550
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,57,"Andreini, Valeria",ARG,30-34,01:16:02,4562
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,58,"Jonker, Lisa",NED,16-24,01:16:03,4563
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,59,"Lahaise, Charlotte",GBR,50-54,01:16:10,4570
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,6,"Wilson, Megan",GBR,25-29,01:08:12,4092
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,60,"Waddell, Gayle",GBR,45-49,01:16:47,4607
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,61,"Andrä, Martina",GER,40-44,01:16:53,4613
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,62,"Guillén Caballero, Sofia",ESP,16-24,01:16:55,4615
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,63,"Le Clainche, Manon",FRA,16-24,01:17:01,4621
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,64,"Loftus, Maddie",GBR,25-29,01:17:02,4622
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,65,"Ruiz Latorre, Lucia",ESP,16-24,01:17:02,4622
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,66,"Couto, Cláudia",POR,30-34,01:17:20,4640
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,67,"Hayes, Denise",IRL,40-44,01:17:24,4644
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,68,"Leader, Danielle",GBR,16-24,01:17:24,4644
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,69,"Sarasua, Maialen",ESP,16-24,01:17:25,4645
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,7,"Louis, Alexandra",FRA,40-44,01:08:20,4100
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,70,"Crisol Salas, Monica",ESP,40-44,01:17:32,4652
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,71,"Fernandez Pelaz, Ainara",ESP,40-44,01:17:32,4652
Valencia 2025,H_VLC25_OVERALL,"Valencia, Spain",Europe,W,72,"Clarke, Sharon",GBR,45-49,01:17:32,4652
